"node1","node2"
"A49682-0-1","A8006-2"
"A49682-0-2","A6289"
"A49682-42","A50948-3"
"A49682-42","A7232-0"
"A49682-42","A8020-39"
"A49686-13","A50851-0"
"A49686-86","A52241-5"
"A49687-0-1","A7232-0"
"A49687-11","A51386-1"
"A49687-11","A51813-0-0"
"A49687-11","A52345-1"
"A49687-11","A6744-1"
"A49687-120","A50943-13"
"A49687-120","A52060-0"
"A49687-120","A52366-1"
"A49687-36","A6395-0"
"A49687-7","A52163-1"
"A49687-7","A8004-11"
"A49687-7","A8016-7"
"A49687-Unknow7","A52163-1"
"A49687-Unknow7","A5917"
"A49688-25","A50943-13"
"A49729","A6799-0"
"A4976","A50950-16"
"A4976","A52252-28"
"A4976","A6716-0"
"A49763-0","A51813-0-0"
"A49763-0","A6644"
"A49934-3","A7232-0"
"A49934-3","A7892-0"
"A49935-0","A51607-0"
"A49935-0","A51651"
"A49935-0","A51796-2"
"A49935-0","A52274-14"
"A49935-0","A6744-0-1"
"A49935-0","A6744-2"
"A49935-0","A52593-0"
"A49935-0","A8601-0"
"A49944-2","A7232-0"
"A50059-0","A52238-2"
"A50059-0","A5341-0"
"A50059-0","A7318"
"A50063-0","A7232-0"
"A50121-0","A52639-1"
"A50156-0","A7270-0"
"A50156-0","A8019-53"
"A50156-0","A6726"
"A50156-0","A7759-Unknow0"
"A50191","A876"
"A50337","A51024-1"
"A50337","A52249-22"
"A50337","A6062"
"A50459-0","A5688-0"
"A50687-1","A5690"
"A5079-0","A52163-1"
"A50814-1","A5930-0"
"A50836-0","A52359-3"
"A50853-0","A51871-0"
"A50853-0","A7118"
"A50853-0","A8009-24"
"A50943-13","A52060-0"
"A50943-13","A52060-1"
"A50943-13","A52366-1"
"A50943-13","A52589"
"A50948-23","A52555-2"
"A50948-3","A7232-0"
"A50948-3","A8020-39"
"A50950-16","A52252-28"
"A50950-16","A6716-0"
"A50957-0","A51350-2"
"A50957-0","A7305-0"
"A50962-2","A51377-0"
"A50962-2","A52216"
"A50962-2","A52241-0"
"A50962-2","A52345-0-3"
"A50962-2","A52554-0"
"A50962-2","A8016-17"
"A50962-2","A8468-0"
"A50962-2","A9549-2"
"A50962-2","A7759-0"
"A51024-1","A52249-22"
"A51024-1","A6062"
"A51046-0","A52253-0"
"A51046-0","A52373-0-0"
"A51131-1","A51157-2"
"A51131-1","A52373-0-1"
"A51154-0","A51296-0"
"A51154-0","A51607-0"
"A51154-0","A8228-2"
"A51157-2","A52373-0-1"
"A51166-0","A52163-1"
"A51166-0","A52345-0-0"
"A51166-0","A52373-0-0"
"A51166-0","A6737-1"
"A51168-1","A51820-0-0"
"A51184-2","A8006-6"
"A51187-0","A51349-1"
"A51187-0","A52346-5"
"A51187-2","A51345-1"
"A51187-2","A52373-0-0"
"A51200","A6999-11"
"A51200","A7232-0"
"A51296-0","A8228-2"
"A51340-2","A52271-0-0"
"A51345-1","A52373-0-0"
"A51348-Unknow1","A8015-1-0"
"A51350-2","A7305-0"
"A51352-4","A8047-4-0"
"A51359-22","A592-0"
"A51360-6","A6487-1"
"A51360-6","A9661-1"
"A51377-0","A52241-0"
"A51379-Unknow0","A8009-8"
"A51386-1","A52253-0"
"A51386-1","A7759-0"
"A51554-0","A7232-0"
"A51589-0","A52163-1"
"A51589-0","A6737-1"
"A51589-0","A51820-0-1"
"A51607-0","A51801-22"
"A51607-0","A52237-0-1"
"A51607-0","A52237-7"
"A51607-0","A8007-0-1"
"A51651","A51796-2"
"A51651","A6744-2"
"A51788-1-0","A52241-1-1"
"A51788-1-0","A800"
"A51788-1-0","A51788-1-1"
"A51788-11","A7232-0"
"A51796-2","A6744-2"
"A51801-0","A52311-1"
"A51801-22","A52237-7"
"A51802-5","A52373-0-0"
"A51802-5","A52373-3"
"A51813-0-0","A52163-1"
"A51813-0-0","A52286-3"
"A51813-0-0","A52345-1"
"A51813-0-0","A52556-0"
"A51813-0-0","A6744-1"
"A51813-0-0","A6744-2"
"A51825-0","A52486-0"
"A51825-0","A6716-0"
"A51825-0","A9399-0"
"A51871-0","A7118"
"A51871-0","A8009-24"
"A52060-0","A52366-1"
"A52060-1","A52366-1"
"A52060-1","A52589"
"A52150","A52274-0"
"A52150","A6131-0"
"A52163-1","A52286-3"
"A52163-1","A52345-0-0"
"A52163-1","A606"
"A52163-1","A8004-11"
"A52163-1","A8009-8"
"A52163-1","A6737-1"
"A52163-1","A6998-1"
"A52163-1","A5917"
"A52163-1","A8013-8"
"A52163-1","A8016-7"
"A52216","A52345-0-3"
"A52216","A52554-0"
"A52216","A8016-17"
"A52216","A8468-0"
"A52216","A9549-2"
"A52236-0-0","A8036-17"
"A52237-0-1","A6131-0"
"A52237-0-1","A6744-1"
"A52237-7","A52345-1"
"A52237-7","A6131-0"
"A52237-7","A6744-1"
"A52238-2","A7318"
"A52240-12","A8255"
"A52240-12","A8796-2"
"A52241-0","A52556-0"
"A52241-0","A8030-1-6"
"A52241-1-1","A800"
"A52241-3-2","A52256-0-3"
"A52241-5","A52370-0-2"
"A52244-15","A52274-2"
"A52244-15","A6131-0"
"A52244-15","A6372-0"
"A52245-Unknow4","A52370-Unknow1"
"A52245-Unknow4","A9745"
"A52249-0","A52251-0"
"A52249-22","A6062"
"A52252-28","A6716-0"
"A52253-20","A8039-0"
"A52254-4","A7232-0"
"A52254-4","A52555-2"
"A52256-14","A8021-0-0"
"A52256-14","A825-0"
"A52271-0-0","A52345-1"
"A52274-0","A6131-0"
"A52274-14","A6744-2"
"A52274-14","A8601-0"
"A52274-2","A6131-0"
"A52274-2","A6372-0"
"A52274-Unknow0","A8020-Unknow3"
"A52274-Unknow0","A8043-10"
"A52281-3","A6744-1"
"A52281-3","A7042-0"
"A52286-2-0","A8518-2"
"A52311-1","A6744-2"
"A52345-0-0","A52358-0-4"
"A52345-0-0","A6737-1"
"A52345-0-3","A52370-0-2"
"A52345-0-3","A52554-0"
"A52345-0-3","A8016-17"
"A52345-0-3","A8468-0"
"A52345-0-3","A9549-2"
"A52345-1","A6131-0"
"A52345-1","A6744-1"
"A52346-5","A52384-1"
"A52348-1","A7232-0"
"A52356-0-1","A7759-0"
"A52358-0-4","A6737-1"
"A52358-0-4","A8007-0-1"
"A52366-1","A52589"
"A52370-0-2","A52656"
"A52370-0-2","A8009-8"
"A52370-0-2","A52657"
"A52370-0-2","A8020-Unknow1"
"A52370-Unknow1","A6134-0"
"A52370-Unknow1","A9745"
"A52371-0-0","A52373-0-0"
"A52373-0-0","A52373-3"
"A52373-0-0","A52373-0-1"
"A52481","A5822-1"
"A52486-0","A6716-0"
"A52486-0","A9399-0"
"A52554-0","A8016-17"
"A52554-0","A8468-0"
"A52554-0","A9549-2"
"A52556-0","A6744-2"
"A52656","A52657"
"A5341-0","A6716-0"
"A5341-0","A7305-0"
"A5874-0","A8598-0"
"A588-0","A9266"
"A606","A8013-8"
"A6091-0","A9157"
"A6131-0","A6372-0"
"A6131-0","A6744-1"
"A6134-0","A7232-0"
"A6487-1","A9661-1"
"A6650","A7892-0"
"A6650","A8006-9-1"
"A6699-1","A6970"
"A6716-0","A9399-0"
"A6733-0","A8020-0-9"
"A6744-1","A6744-2"
"A6744-1","A7042-0"
"A6744-2","A8043-10"
"A6744-2","A8601-0"
"A6830","A8623-0"
"A6830","A9410"
"A6999-11","A7232-0"
"A7118","A8009-24"
"A7232-0","A7892-0"
"A7232-0","A8598-0"
"A7232-0","A9399-0"
"A7232-0","A7639-1"
"A7232-0","A8020-39"
"A7232-0","A7798-0"
"A7270-0","A7759-Unknow0"
"A7892-0","A9399-0"
"A7892-0","A8006-9-1"
"A8004-11","A8016-7"
"A8007-5","A8009-8"
"A8009-8","A8013-8"
"A8016-17","A8468-0"
"A8016-17","A9549-2"
"A8020-Unknow3","A8043-10"
"A8021-0-0","A825-0"
"A8021-0-0","A9973-0"
"A8255","A8796-2"
"A8468-0","A9549-2"
"A8598-0","A9399-0"
"A8623-0","A9410"
